Company Name,Report Year,Annual Carbon Emissions (tonnes CO₂),Annual Water Consumption (cubic meters),Renewable Energy Usage (MWh),Sustainable Materials Usage Ratio (percent),Waste Recycling Rate (percent)
Ross Stores,2022,3.86,,,,
Ross Stores,2023,3.6,,,,
SAP SE,2016,,1.05,100.0,,90.0
Sempra Energy,2021,6800000.0,,66500000.0,,99.0
SBA Communications,2021,87300.0,,,,
SBA Communications,2022,164700.0,,25.0,,
SBA Communications,2023,142600.0,,29.0,,
SL Green Realty,2013,318330.0,2081938.0,,,77.0
SL Green Realty,2014,206872.0,1963980.0,1748.0,,79.0
SL Green Realty,2015,169878.0,1756097.0,,,75.0
SL Green Realty,2016,255434.0,1515582.0,,,55.0
SL Green Realty,2019,,,1.2,90.0,75.0
SL Green Realty,2020,,340.69,,,
SL Green Realty,2021,,1514.16,,,35.6
SSE plc,2016,13066.0,28800000000.0,,,
SSE plc,2017,19395.0,22700000000.0,30.0,,
SSE plc,2018,21609.0,8000000.0,,,
SSE plc,2019,,5600000.0,,,
SSE plc,2021,7640000.0,3600000.0,90360.0,,55.0
SSE plc,2022,6240000.0,800000.0,,,
SSE plc,2020,8910000.0,6900000.0,97600.0,,
STMicroelectronics,1998,,7800.0,,,87.0
STMicroelectronics,1999,660000.0,,5.0,,80.0
STMicroelectronics,2000,,45.0,,,
STMicroelectronics,2003,,19800000.0,,,56.0
Kohl's Corp.,2004,522877.0,,,,
STMicroelectronics,2005,1853000.0,21834000.0,,,78.0
Allstate Corp,2006,563363.0,22215.0,,,80.0
Allstate Corp,2008,8.1,,3.0,,89.0
Allstate Corp,2009,3.0,,3.0,,87.0
STMicroelectronics,2010,1518.0,17393000.0,6.9,,
STMicroelectronics,2011,48.0,,3300.0,,92.0
STMicroelectronics,2012,561.0,16151000.0,7.4,,6.0
STMicroelectronics,2013,402875.0,17484000.0,17.6,,91.4
Allstate Corp,2014,1525.0,17386.0,19.74,,92.05
Allstate Corp,2015,397832.0,,22.5,,86.6
Allstate Corp,2017,382909.0,29219000.0,,,43.8
Allstate Corp,2018,1493.0,17064.0,26.0,,
Allstate Corp,2020,1402.0,18843000.0,26.4,,94.0
Allstate Corp,2021,1137.0,20223.0,39.6,,95.3
Allstate Corp,2022,1044.0,21445000.0,51.0,,90.0
STMicroelectronics,2023,972.0,22000000.0,62.0,,94.7
SVB Financial,2022,16235.0,,263.0,,
Safran,2023,,,,,
Sage Group,2021,,19.0,35.0,,
Sage Group,2022,,,,,
Sage Group,2023,193951.4,,,,
Sanofi,2019,929929.0,34600000.0,186926.0,,75.0
Sanofi,2020,771194.0,,,,
LyondellBasell,2018,,10.6,12.5,,
NRG Energy,2020,29900000.0,3672533000.0,1800.0,,
Schlumberger Ltd.,2021,1369000.0,,205000.0,,
Glencore,2015,37000000.0,290000000.0,18.0,,
Schneider Electric,2010,357513.0,2493351.0,,,79.0
Schneider Electric,2021,,105.0,82.0,11.0,96.0
Schneider Electric,2022,,,85.0,18.0,96.3
CBRE Group,2014,28600000.0,,61.3,,
Schroders,2023,,,,,
Barclays,2016,19003.0,,,,
Barclays,2018,292151.0,,,,
Barclays,2019,,1225000.0,60.0,,
Scottish Mortgage Investment Trust,2022,2.8,,,,
Seagate Technology,2023,,,50.0,,
Sealed Air,2023,,1513919.0,,,
Segro,2012,,103092.0,8557.0,,79.0
Segro,2024,,,1140775.0,,
Segro,2022,,,30131.0,,
Sempra Energy,2019,,,,,
Sempra Energy,2020,73000000.0,,,,
Sempra Energy,2023,67.8,1233000000.0,,,
Severn Trent,2020,,130.0,51.0,,99.0
Severn Trent,2021,102113.0,25000000.0,53.0,100.0,87.0
Severn Trent,2024,,126.0,,,
Cboe Global Markets,2017,101000000.0,,,,
Shell plc,2005,105000000.0,638000000.0,,,
Shell plc,2006,,,,,
Shell plc,2008,,224000000.0,550.0,,
Shell plc,2009,64000000.0,198000000.0,,,
Shell plc,2010,75000000.0,202000000.0,,,
Shell plc,2011,74000000.0,209000000.0,,,
Shell plc,2012,72000000.0,203000000.0,,,
Shell plc,2013,73000000.0,198000000.0,,,
Shell plc,2014,76000000.0,199000000.0,,,
Shell plc,2015,72000000.0,186000000.0,,,
Shell plc,2016,70000000.0,152000000.0,9500000000.0,75.0,
Shell plc,2017,73000000.0,201000000.0,,,
Shell plc,2018,71000000.0,147000000.0,,,
Shell plc,2019,70000000.0,192000000.0,,,
Shell plc,2020,63000000.0,171000000.0,1800000.0,,
Shell plc,2021,68000000.0,,,,
Shell plc,2022,51000000.0,,243.0,,
Sherwin-Williams,2020,627265.0,1474380.0,50.0,,43.08
Sherwin-Williams,2023,700323.0,,,,
Sherwin-Williams,2021,354397.0,3785000.0,,,39.6
Sherwin-Williams,2022,430114.0,3950158.0,,,38.7
Siemens Energy AG,2019,1300000.0,50.0,100.0,,
Siemens Energy AG,2023,,510000.0,,,93.0
Simon Property Group Inc,2014,42.0,,,,
Simon Property Group Inc,2015,,12238130.0,,,
Simon Property Group Inc,2016,,13785864.0,,,
Simon Property Group Inc,2017,,12357840.0,,,
Simon Property Group Inc,2018,,13169096.0,,,
Simon Property Group Inc,2019,260000.0,12612918.0,373777.0,,
Simon Property Group Inc,2020,266578.0,12342937.0,,,
Simon Property Group Inc,2021,119230.0,,,,
Simon Property Group Inc,2022,126469.0,2860076.0,3544.0,,
Skyworks Solutions,2021,126000.0,1933047.97,,,
Skyworks Solutions,2022,157554.0,1976053.05,7.0,,46.0
Skyworks Solutions,2023,121468.0,1787350.39,96683.0,,39.0
Smiths Group,2015,97000.0,403000.0,,,
Smiths Group,2016,79000.0,428000.0,,,
The Walt Disney Company,2020,1516834.0,25967912.6,,,60.0
Smurfit Kappa,2009,243000.0,,,,
Smurfit Kappa,2010,2878.0,127.0,32524.0,,
Smurfit Kappa,2011,2852.0,122.0,32779.0,,
Smurfit Kappa,2012,2773.0,126.0,31936.0,,
Smurfit Kappa,2013,1728.0,91.0,,,55.4
Smurfit Kappa,2014,2647.0,121.0,,,
Smurfit Kappa,2015,2607.0,120.0,35232.0,,
Smurfit Kappa,2016,2683.0,121.0,36013.0,,
Smurfit Kappa,2017,2670.0,119.0,37157.0,,38.2
Smurfit Kappa,2018,2489.0,115.3,36580.0,,37.8
Smurfit Kappa,2019,1667.0,107.0,51.4,,57.4
Smurfit Kappa,2020,2545.0,144.3,,,46.0
Smurfit Kappa,2021,2500.0,140.1,37363.0,,51.9
Smurfit Kappa,2022,2541.0,141.1,37506.0,,70.1
AbbVie Inc.,2016,,1800000.0,,,
Snap-on,2023,,,,,
CBRE Group,2013,319961.0,1640000.0,29.0,,27.0
Société Générale,2021,,,27000.0,,
Southwest Airlines,2015,18779872.0,0.3,20500000.0,,37.25
Southwest Airlines,2016,19717886.0,0.31,,,
Southwest Airlines,2019,20532323.0,0.36,25000000.0,,
Southwest Airlines,2020,12591984.0,0.31,0.0,,25.0
Southwest Airlines,2022,,,59670.0,,
Southwest Airlines,2023,12900000.0,,58000.0,,
Spirax-Sarco Engineering,2019,,212027.0,,,79.0
Stanley Black & Decker,2018,,,158000.0,,
Stanley Black & Decker,2023,291000.0,1915267.35,,,37.0
Starbucks Corp.,2013,,19.22,54.9,,
Starbucks Corp.,2020,,,,,
BB&T Corporation,2023,,291.23,,,69.3
Sempra Energy,2022,7200000.0,104855857.0,59.0,,52.0
Stryker Corp.,2022,139096.0,,284.9,,
SunTrust Banks,2018,5335.37,446937.0,,,
Synchrony Financial,2019,5640.0,,,,
Synchrony Financial,2020,17385.0,0.04,,,
Synchrony Financial,2022,,,,,
Synopsys Inc.,2020,93731.0,,9.0,,
Synopsys Inc.,2023,3697.0,,54.0,,
Sysco Corp.,2022,76000000.0,,,,
AT&T Inc.,2023,,,,,
Align Technology,2018,,5000.0,,,
Align Technology,2019,,,,,80.0
TE Connectivity Ltd.,2020,558285.0,3.3,,,80.0
TE Connectivity Ltd.,2021,,,35.0,,80.0
TE Connectivity Ltd.,2022,237892.0,2.79,50.0,,80.0
Affiliated Managers Group Inc,2018,,,,,
M&G,2018,,4700000.0,,,
Applied Materials Inc.,2018,9.0,6.0,31.0,,81.0
"Tapestry, Inc.",2022,452351.0,,67.0,75.0,73.0
"Tapestry, Inc.",2024,6607.0,,96.0,,85.0
Target Corp.,2023,1671180.0,11229.0,60.0,15.0,83.0
Target Corp.,2015,2872506.0,,,,5.03
Target Corp.,2024,1590537.0,,66.0,,
Target Corp.,2021,64789000.0,,,,
Target Corp.,2019,81000000.0,11.11,229.0,,
Target Corp.,2013,3161137.0,,,,
Teleflex Inc,2022,,,,,
Teleflex Inc,2023,,,7500.0,,
BBVA,2017,2.2,23.0,27.0,100.0,41.0
Telefónica,2022,,,,,
Telefónica,2024,,,84.0,,
Tesco,2014,6370000.0,,,,
Tesco,2023,10248000.0,1170000.0,,,95.2
Tesco,2015,5625941.0,,,,
Texas Instruments,2022,2170000.0,,,,90.0
Texas Instruments,2020,938506.0,2825.0,,,89.9
Textron Inc.,2019,,,55.0,,
Textron Inc.,2020,511241.0,3582391.65,,,53.0
Textron Inc.,2021,,,188000.0,,
The Bank of New York Mellon Corp.,2013,240178.0,,,,69.0
The Bank of New York Mellon Corp.,2015,34600.0,1.71,368800.0,,69.0
The Bank of New York Mellon Corp.,2016,32000.0,1556500.98,324000.0,,75.0
The Hershey Company,2014,15620000.0,,,80.0,88.9
The Hershey Company,2015,,4.8,,,88.0
The Hershey Company,2016,301301.0,4.87,,80.0,85.0
The Hershey Company,2017,17938.0,,,,85.0
The Hershey Company,2018,1.0,,,,87.0
The Hershey Company,2019,,2.65,,,86.0
The Hershey Company,2020,5762402.0,0.87,,,77.0
The Hershey Company,2021,3.75,,,,
The Hershey Company,2022,,,77.0,,
The Mosaic Company,2021,4530000.0,287554000.0,30.0,,
The Mosaic Company,2022,4390000.0,317921000.0,,,
The Mosaic Company,2023,4660000.0,298702.0,,,
The Mosaic Company,2017,,321721.0,,,
The Travelers Companies Inc.,2019,51716.0,,,,
The Travelers Companies Inc.,2020,35408.0,,21.0,,
The Travelers Companies Inc.,2021,33477.0,,22.0,,
The Travelers Companies Inc.,2022,38150.0,,23.0,,
The Walt Disney Company,2022,4890.0,,,,
Thermo Fisher Scientific,2018,369.0,,1.1,,39.0
Thermo Fisher Scientific,2020,512360.0,,100.0,,90.0
Thermo Fisher Scientific,2021,0.0,,15.0,,
Tiffany & Co.,2021,,,89.0,,
Total System Services,2017,,,500.0,,
Total System Services,2018,,116000000.0,,,
Total System Services,2019,46.0,115000000.0,,,100.0
Total System Services,2020,35.8,105000000.0,7.0,,
TotalEnergies,2021,37.0,101.0,6800000.0,,61.0
TotalEnergies,2022,38.0,75000000.0,10.0,,61.0
TotalEnergies,2023,130.0,107.0,1000000.0,,61.0
Tractor Supply Company,2014,769.0,,,,
Tractor Supply Company,2020,249031.0,,1.1,,
TransDigm Group,2022,2022.0,,,,
FedEx Corporation,2023,66038000.0,44675.0,1720.0,,
Wec Energy Group Inc,2019,,10000000.0,1000.0,,
Tyson Foods,2012,5200000.0,0.0,,,
Tyson Foods,2016,5771988.0,,828383.0,,
U.S. Bancorp,2021,41335.0,,,,
U.S. Bancorp,2022,60.0,,,,
UDR Inc,2018,,,3.0,,
UDR Inc,2019,,,3.0,,
UDR Inc,2020,50293.0,2205181.0,12000000.0,,14.0
UDR Inc,2021,14564.0,2261840.0,12.0,,13.0
UDR Inc,2022,,2416754.0,31971000.0,,19.0
Ulta Beauty,2022,4.0,,34.0,,
Ulta Beauty,2021,,,,,48.0
Ulta Beauty,2023,2091279.0,,66.0,,
Unicaja,2022,1256.34,,103289.0,,
Unilever,2014,16000.0,,,,
Unilever,2020,717399.0,27100000.0,,,96.0
Unilever,2022,,,,,
Unilever,2023,,95395.65,,,
Unilever,2017,130531.0,1130674.0,,,
Unilever,2021,,184995.0,,,
Union Pacific,2022,,,,,93.0
Union Pacific,2023,9157000.0,,6.1,,90.0
CVS Health,2014,1737000.0,6200.0,,,45.0
CVS Health,2020,6000.0,5612.0,,,
Unite Group,2023,43582.0,2746922.0,99.9,,
Engie,2013,7000.0,3800000.0,290000.0,,60.0
CONTINENTAL AG,2015,2935.0,16700000.0,16845.0,3.0,82.9
Thermo Fisher Scientific,2022,13200000.0,7100000.0,446304.0,,50.0
American Airlines Group,2023,,1.84,,,
CONTINENTAL AG,2021,109940000.0,16700000.0,9000000.0,,
"United Rentals, Inc.",2019,396065.0,,7.1,,
"United Rentals, Inc.",2022,13707367.0,,31250.0,,56.4
"United Rentals, Inc.",2023,7450040.0,,,,57.4
United Utilities,2019,,4.43,976000.0,,96.0
United Utilities,2023,,,100.0,,
"Universal Health Services, Inc.",2019,27.1,,100.0,,
Unum Group,2018,,,,,2.7
Unum Group,2019,,,,,
Unum Group,2021,,34131.0,,,75.1
Unum Group,2022,,35063.0,,,
VOLKSWAGEN AG,2022,4460000.0,15900000.0,405735.0,,
Valero Energy,2021,23000000.0,164600000.0,,,25.0
Valero Energy,2022,23700000.0,175000000.0,,,
Valero Energy,2023,24800000.0,182000000.0,,,31.0
Siemens Energy AG,2022,,450000.0,,,93.0
Siemens Energy AG,2021,,15050000.0,78.0,,83.0
Ventas Inc,2018,,,32000.0,,
Ventas Inc,2019,,,53000.0,,
Ventas Inc,2022,,,,,
Veolia,2023,28.6,,1100000.0,,
L-3 Communications Holdings,2013,,,,,96.7
L-3 Communications Holdings,2014,273000.0,,,,99.4
Amazon.com Inc.,2016,,,40.0,,
Verisk Analytics,2021,,,,,
Verizon Communications,2017,,0.77,,,
Verizon Communications,2018,,,20.0,,100.0
Verizon Communications,2020,20000000.0,,1.7,,
Vertex Pharmaceuticals Inc,2018,,,100.0,,100.0
Vertex Pharmaceuticals Inc,2019,13826.0,,100.0,,51.0
Vertex Pharmaceuticals Inc,2021,13287.0,102.5,100.0,,44.0
Vertex Pharmaceuticals Inc,2022,13009.0,160.6,,,42.0
Vinci,2012,62.0,6200292.0,,,
Vinci,2013,2489151.0,,,,11.4
Vinci,2014,2391768.0,6713657.0,12765.0,,67.0
Vinci,2015,2282661.0,8248185.0,17620.0,,
Vinci,2016,2555995.0,,15614.0,,66.5
Vinci,2017,2666292.0,,57793.0,,68.5
Vinci,2018,,,98338.0,,80.0
Vinci,2019,,,162042.0,,80.0
Visa Inc.,2015,,0.24,,89.1,57.0
Visa Inc.,2020,13900.0,216146.91,100.0,,54.0
Visa Inc.,2021,4000.0,147441.72,100.0,,43.0
Visa Inc.,2022,6400.0,177.0,100.0,,48.0
Vodafone Group,2011,1960000.0,,19.0,,
Vodafone Group,2017,2590000.0,,,,
Vodafone Group,2019,2000000.0,,15.4,,
Vodafone Group,2022,0.86,,115000.0,,
Vornado Realty Trust,2017,270676.0,3501302.0,55.0,,50.0
Vornado Realty Trust,2019,283724.0,3187066.0,,,49.8
Vornado Realty Trust,2020,8594.0,2027913.0,2.07,,65.0
Vornado Realty Trust,2021,3187066.0,1959798.0,18.35,,63.0
Vornado Realty Trust,2022,,2218521.0,32.51,,64.0
Vulcan Materials,2021,1150000.0,,,,
Vulcan Materials,2022,1230000.0,,5.3,,91.0
Vulcan Materials,2023,,,,,
WPP plc,2018,0.74,,30.0,,54.0
WPP plc,2019,18994.0,,35.0,25.0,
WPP plc,2020,,,,,
WPP plc,2021,,,,,
WPP plc,2022,,,,,
Wabtec Corporation,2020,384475.0,0.15,225000.0,,
Wabtec Corporation,2023,129787.0,,0.4,,
Walgreens Boots Alliance,2021,1700000.0,,6.3,,60.1
Walgreens Boots Alliance,2022,1600000.0,,6.6,,71.0
Walgreens Boots Alliance,2023,1500000.0,,,,98.0
AbbVie Inc.,2017,,,26.0,,
Walmart,2019,93000000.0,,145.5,,
Walmart,2020,35630000.0,,29.0,,
Walmart,2022,3000000.0,,,,
Walmart,2023,,,,,
Waste Management Inc.,2010,23664677.0,,,,90.0
Waste Management Inc.,2011,1817830.0,,586.0,,
Waste Management Inc.,2013,19556857.0,,,,
Waste Management Inc.,2014,17662765.0,,5635643.0,,
Waste Management Inc.,2015,,,,,
Waste Management Inc.,2016,,,,,33.0
Waste Management Inc.,2017,,,,,
Waste Management Inc.,2018,32588647.0,0.28,6670000.0,,20.4
Waters Corporation,2009,38.0,12.0,,,
Waters Corporation,2014,15.0,,,,
Waters Corporation,2017,,90902.0,,,
Waters Corporation,2020,23689.0,,27.0,,
Waters Corporation,2021,,113753.0,27.0,,
Waters Corporation,2022,24.0,,58.0,,35.0
Wec Energy Group Inc,2016,29600000.0,,,,
Wec Energy Group Inc,2017,,3570000000.0,,,52.0
Wec Energy Group Inc,2022,,10000000.0,,,55.0
Altria Group Inc,2020,,,,,
Centene Corporation,2022,2016819.0,,,,
Welltower Inc.,2014,154718.0,1070.51,,,10.4
Welltower Inc.,2016,180105.0,,,,14.12
Welltower Inc.,2017,1416664.0,,26463124.0,,
Welltower Inc.,2018,134604.0,,32467274.0,,17.9
Welltower Inc.,2020,6.08,,,,18.5
Welltower Inc.,2021,500482.0,7687.27,,,13.1
Welltower Inc.,2022,,,,,10.0
WestRock,2022,6273921.0,62947448.0,62.23,,
Western Digital,2018,,,,,
Western Digital,2021,,,279900.0,,
Western Digital,2022,,6939399.8,,,63.5
Western Digital,2023,,14208676.5,75000.0,,61.2
Western Digital,2024,500000.0,,100.0,36.0,99.0
Western Union Co,2018,,,,,
Western Union Co,2019,,210000.0,,,
Weyerhaeuser,2014,,,,,98.0
Whirlpool Corp.,2012,,800500.0,,,
Whirlpool Corp.,2013,,69000.0,,,
Whirlpool Corp.,2014,,207503.0,,,
Alphabet Inc Class A,2016,,9903.0,,,97.0
Whirlpool Corp.,2017,788295.0,5818860.0,30000.0,50.0,
Whirlpool Corp.,2018,753000.0,,,,96.0
Whirlpool Corp.,2019,,0.12,,,96.0
Whirlpool Corp.,2020,,,15.0,,98.0
Whirlpool Corp.,2022,,,,,95.0
Sherwin-Williams,2018,,,,,
Worldline,2017,11252.8,28442.2,,,90.0
Worldline,2018,,,,,
Wynn Resorts Ltd,2017,,4232.5,850.0,,
Wynn Resorts Ltd,2019,,,,,
Wynn Resorts Ltd,2020,,,,,
Wynn Resorts Ltd,2021,409184.0,1638.25,42.0,,
Wynn Resorts Ltd,2022,350201.0,2153057.93,,,
Xcel Energy Inc,2022,,,,,
Xcel Energy Inc,2017,30000000.0,,,,
Xerox,2022,133617.0,,,,
Xerox,2024,,,,,100.0
Xilinx,2014,,,1404.0,,
Xilinx,2015,25000.0,100.0,3073.0,,59.0
Xilinx,2016,30000.0,150.0,3073.0,,63.0
Xilinx,2017,27294.0,115.0,3073.0,,90.0
Xilinx,2019,24766.0,112.0,3073.0,,
Yum! Brands Inc,2022,,,2400.0,21.0,38.0
